Campania,Provincia,Municipio,ComarcaIsla,SuperficieTotalForestal,AfectoEspacioProtegido
2020,Jaén,VÍLCHES,EL CONDADO_JAEN,1.15,No
2020,Jaén,LINARES,SIERRA MORENA,1.99,No
2020,Jaén,BAÑOS DE LA ENCINA,SIERRA MORENA,0.01,Si
2020,Jaén,HINOJARES,SIERRA DE CAZORLA,0.61,Si
2020,Jaén,PUENTE DE GÉNAVE,SIERRA DE SEGURA,1.39,No
2020,Jaén,BÉELMEZ DE LA MORALEDA,SIERRA MAGINA,3.34,No
2020,Jaén,CÁRCHELES,SIERRA MAGINA,0.28,No
2020,Jaén,LINARES,SIERRA MORENA,6.52,No
2020,Jaén,CASTELLAR,EL CONDADO_JAEN,0.01,No
2020,Jaén,GUARROMÁN,SIERRA MORENA,0.12,No
2020,Jaén,HINOJARES,SIERRA DE CAZORLA,0.31,Si
2020,Jaén,"CAROLINA, LA",SIERRA MORENA,0.19,No
2020,Jaén,BAILÉN,SIERRA MORENA,0.22,No
2020,Jaén,HINOJARES,SIERRA DE CAZORLA,11.93,Si
2020,Jaén,VÍLCHES,EL CONDADO_JAEN,3.38,No
2020,Jaén,QUESADA,SIERRA DE CAZORLA,160.6344,Si
2020,Jaén,CABRA DEL SANTO CRISTO,SIERRA MAGINA,10.85,No
2020,Jaén,CAZORLA,SIERRA DE CAZORLA,0.01,Si
2020,Jaén,"GUARDIA DE JAÉN, LA",JAEN,0.02,No
2020,Jaén,BEDMAR Y GARCÍEZ,SIERRA MAGINA,3.67,No
2020,Jaén,GUARROMÁN,SIERRA MORENA,0.14,No
2020,Jaén,PORCUNA,JAEN,1.92,No
2020,Jaén,JAÉN,JAEN,0.06,Si
2020,Jaén,MONTIZÓN,EL CONDADO_JAEN,2.41,No
2020,Jaén,HUELMA,SIERRA MAGINA,0.02,No
2020,Jaén,CABRA DEL SANTO CRISTO,SIERRA MAGINA,0.01,No
2020,Jaén,CAZORLA,SIERRA DE CAZORLA,0.01,Si
2020,Jaén,GUARROMÁN,SIERRA MORENA,0.8,No
2020,Jaén,ARJONA,SIERRA MORENA,2.71,No
2020,Jaén,CAMBIL,SIERRA MAGINA,0.02,No
2020,Jaén,HUESA,SIERRA DE CAZORLA,0.03,No
2020,Jaén,SANTA ELENA,SIERRA MORENA,0.01,Si
2020,Jaén,CAMBIL,SIERRA MAGINA,0.05,No
2020,Jaén,BAÑOS DE LA ENCINA,SIERRA MORENA,0.1,Si
2020,Jaén,ARJONA,SIERRA MORENA,0.59,No
2020,Jaén,BEDMAR Y GARCÍEZ,SIERRA MAGINA,1.74,No
2020,Jaén,JAÉN,JAEN,0.01,No
2020,Jaén,CÁRCHELES,SIERRA MAGINA,0.01,No
2020,Jaén,NOALEJO,SIERRA MAGINA,0.27,No
2020,Jaén,JAÉN,JAEN,0.05,No
2020,Jaén,VILLANUEVA DEL ARZOBISPO,LAS VILLAS,0.26,No
2020,Jaén,JAÉN,JAEN,0.01,No
2020,Jaén,BEAS DE SEGURA,SIERRA DE SEGURA,0.32,No
2020,Jaén,JÓDAR,SIERRA MAGINA,23.84,No
2020,Jaén,JIMENA,SIERRA MAGINA,2.39,No
2020,Jaén,CHICLANA DE SEGURA,EL CONDADO_JAEN,0.95,No
2020,Jaén,ARJONA,SIERRA MORENA,0.91,No
2020,Jaén,ALBANCHEZ DE MÁGINA,SIERRA MAGINA,0.24,No
2020,Jaén,HINOJARES,SIERRA DE CAZORLA,0.41,Si
2020,Jaén,BAILÉN,SIERRA MORENA,0.54,Si
2020,Jaén,ÚBEDA,LA LOMA,0.16,No
2020,Jaén,JAÉN,JAEN,0.01,Si
2020,Jaén,"VILLARES, LOS",JAEN,0.53,No
2020,Jaén,CAMBIL,SIERRA MAGINA,2.98,No
2020,Jaén,LINARES,SIERRA MORENA,0.28,No
2020,Jaén,"GUARDIA DE JAÉN, LA",JAEN,0.21,No
2020,Jaén,"PUERTA DE SEGURA, LA",SIERRA DE SEGURA,11.05,No
2020,Jaén,JAÉN,JAEN,0.21,Si
2020,Jaén,JIMENA,SIERRA MAGINA,0.35,No
2020,Jaén,MENGÍBAR,JAEN,0.06,No
2020,Jaén,ANDÚJAR,SIERRA MORENA,0.02,No
2020,Jaén,IZNATORAF,LAS VILLAS,0.03,No
2020,Jaén,SANTISTEBAN DEL PUERTO,EL CONDADO_JAEN,0.06,No
2020,Jaén,SANTISTEBAN DEL PUERTO,EL CONDADO_JAEN,0.34,No
2020,Jaén,BEDMAR Y GARCÍEZ,SIERRA MAGINA,0.06,No
2020,Jaén,SILES,SIERRA DE SEGURA,0.04,Si
2020,Jaén,ANDÚJAR,SIERRA MORENA,0.11,No
2020,Jaén,ÚBEDA,LA LOMA,0.28,No
2020,Jaén,QUESADA,SIERRA DE CAZORLA,1.56,No
2020,Jaén,ALBANCHEZ DE MÁGINA,SIERRA MAGINA,0.1,No
2020,Jaén,FUENSANTA DE MARTOS,JAEN,0.8,No
2020,Jaén,CASTILLO DE LOCUBÍN,SIERRA SUR_JAEN,0.12,No
2020,Jaén,CASTELLAR,EL CONDADO_JAEN,0.28,No
2020,Jaén,VILLANUEVA DEL ARZOBISPO,LAS VILLAS,0.2,No
2020,Jaén,ANDÚJAR,SIERRA MORENA,0.02,No
2020,Jaén,ANDÚJAR,SIERRA MORENA,0.15,No
2020,Jaén,HINOJARES,SIERRA DE CAZORLA,0.14,Si
2020,Jaén,CASTELLAR,EL CONDADO_JAEN,0.19,No
2020,Jaén,PEAL DE BECERRO,SIERRA DE CAZORLA,0.6,No
2020,Jaén,BAILÉN,SIERRA MORENA,0.13,No
2020,Jaén,LINARES,SIERRA MORENA,0.68,No
2020,Jaén,TORRE DEL CAMPO,JAEN,0.01,No
2020,Jaén,VILLANUEVA DE LA REINA,SIERRA MORENA,0.01,No
2020,Jaén,VILLANUEVA DEL ARZOBISPO,LAS VILLAS,0.01,No
2020,Jaén,VILLANUEVA DE LA REINA,SIERRA MORENA,0.04,No
2020,Jaén,MARMOLEJO,SIERRA MORENA,0.36,No
2020,Jaén,BEAS DE SEGURA,SIERRA DE SEGURA,0.33,No
2020,Jaén,CASTILLO DE LOCUBÍN,SIERRA SUR_JAEN,2.27,No
2020,Jaén,CASTILLO DE LOCUBÍN,SIERRA SUR_JAEN,4.5,No
2020,Jaén,HUELMA,SIERRA MAGINA,3.71,No
2020,Jaén,ORCERA,SIERRA DE SEGURA,0.02,Si
2020,Jaén,HORNOS,SIERRA DE SEGURA,1.12,Si
2020,Málaga,MANILVA,COSTA DEL SOL,0.41,No
2020,Málaga,JUBRIQUE,SERRANIA DE RONDA,0.2,Si
2020,Málaga,NERJA,LA AXARQUIA,4,No
2020,Málaga,CASARES,COSTA DEL SOL,0.5,No
2020,Málaga,PUJERRA,SERRANIA DE RONDA,1.33,Si
2020,Málaga,BENAOJÁN,SERRANIA DE RONDA,0.008,No
2020,Málaga,CANILLAS DE ACEITUNO,LA AXARQUIA,1.6,No
2020,Málaga,GENALGUACIL,SERRANIA DE RONDA,0.29,Si
2020,Málaga,NERJA,LA AXARQUIA,0.5,No
2020,Málaga,BENARRABÁ,SERRANIA DE RONDA,0.5,Si
2020,Málaga,BENARRABÁ,SERRANIA DE RONDA,0.05,Si
2020,Málaga,ÁLORA,VALLE DE GUADALHORCE,0.09,No
2020,Málaga,COÍN,VALLE DE GUADALHORCE,0.002,No
2020,Málaga,COÍN,VALLE DE GUADALHORCE,0.019,No
2020,Málaga,"BURGO, EL",SERRANIA DE RONDA,1e-4,No
2020,Málaga,YUNQUERA,VALLE DE GUADALHORCE,0.002,Si
2020,Málaga,MONDA,VALLE DE GUADALHORCE,0.006,No
2020,Málaga,OJÉN,COSTA DEL SOL,0.035,No
2020,Málaga,SEDELLA,LA AXARQUIA,0.002,Si
2020,Málaga,CAMPILLOS,ANTEQUERA,2.63,No
2020,Málaga,CASARES,COSTA DEL SOL,1.92,No
2020,Málaga,ALHAURÍN DE LA TORRE,VALLE DE GUADALHORCE,3.36,No
2020,Málaga,ÁLORA,VALLE DE GUADALHORCE,0.12,Si
2020,Málaga,ARCHIDONA,ANTEQUERA,2.22,No
2020,Málaga,FUENTE DE PIEDRA,ANTEQUERA,0.27,Si
2020,Málaga,MÁLAGA,MALAGA,0.095,No
2020,Málaga,HUMILLADERO,ANTEQUERA,1.67,Si
2020,Málaga,MÁLAGA,MALAGA,0.0075,No
2020,Málaga,CAÑETE LA REAL,ANTEQUERA,1.3,No
2020,Málaga,ARDALES,ANTEQUERA,0.01,Si
2020,Málaga,TEBA,ANTEQUERA,35.06,No
2020,Málaga,TOLOX,VALLE DE GUADALHORCE,0.5,Si
2020,Málaga,JÚZCAR,SERRANIA DE RONDA,0.02,Si
2020,Málaga,MARBELLA,COSTA DEL SOL,0.14,Si
2020,Málaga,BENAHAVÍS,COSTA DEL SOL,9.14,Si
2020,Málaga,ARCHIDONA,ANTEQUERA,0.38,No
2020,Málaga,CAMPILLOS,ANTEQUERA,0.02,No
2020,Málaga,RONDA,SERRANIA DE RONDA,1.8,No
2020,Málaga,COÍN,VALLE DE GUADALHORCE,0.32,No
2020,Málaga,ANTEQUERA,ANTEQUERA,0.9,No
2020,Málaga,CASARES,COSTA DEL SOL,7.63,No
2020,Málaga,ALMOGÍA,MALAGA,91.6,No
2020,Málaga,GAUCÍN,SERRANIA DE RONDA,0.08,No
2020,Málaga,COLMENAR,LA AXARQUIA,40.74,No
2020,Málaga,ALCAUCÍN,LA AXARQUIA,29.94,No
2020,Málaga,ARDALES,ANTEQUERA,1,Si
2020,Málaga,MÁLAGA,MALAGA,0.17,No
2020,Málaga,MÁLAGA,MALAGA,0.54,No
2020,Málaga,ARCHIDONA,ANTEQUERA,0.15,No
2020,Málaga,JIMERA DE LÍBAR,SERRANIA DE RONDA,0.12,Si
2020,Málaga,ESTEPONA,COSTA DEL SOL,6.92,Si
2020,Málaga,TEBA,ANTEQUERA,0.66,No
2020,Málaga,MANILVA,COSTA DEL SOL,0.42,No
2020,Málaga,COÍN,VALLE DE GUADALHORCE,0.03,No
2020,Málaga,CUEVAS DE SAN MARCOS,ANTEQUERA,3,No
2020,Málaga,CASARES,COSTA DEL SOL,0.28,No
2020,Málaga,ARENAS,LA AXARQUIA,1.86,No
2020,Málaga,GAUCÍN,SERRANIA DE RONDA,0.37,Si
2020,Málaga,OJÉN,COSTA DEL SOL,0.06,No
2020,Málaga,MONTEJAQUE,SERRANIA DE RONDA,0.04,Si
2020,Málaga,COLMENAR,LA AXARQUIA,4.63,No
2020,Málaga,PERIANA,LA AXARQUIA,31.99,No
2020,Málaga,COÍN,VALLE DE GUADALHORCE,0.56,No
2020,Málaga,MÁLAGA,MALAGA,0.02,No
2020,Málaga,MANILVA,COSTA DEL SOL,0.02,No
2020,Málaga,CANILLAS DE ACEITUNO,LA AXARQUIA,0.01,Si
2020,Málaga,CÁRTAMA,VALLE DE GUADALHORCE,1.05,No
2020,Málaga,PARAUTA,SERRANIA DE RONDA,0.01,No
2020,Málaga,CASARES,COSTA DEL SOL,0.5,No
2020,Málaga,CASARES,COSTA DEL SOL,0.12,No
2020,Málaga,ESTEPONA,COSTA DEL SOL,4.4,Si
2020,Málaga,MÁLAGA,MALAGA,2.15,No
2020,Málaga,MÁLAGA,MALAGA,0.76,No
2020,Sevilla,"CASTILLO DE LAS GUARDAS, EL",SIERRA NORTE,0.68,No
2020,Sevilla,"PEDROSO, EL",SIERRA NORTE,0.05,Si
2020,Sevilla,CASTIBLANCO DE LOS ARROYOS,SIERRA NORTE,0.03,No
2020,Sevilla,SANLÚCAR LA MAYOR,ALJARAFE,0.02,No
2020,Sevilla,BADOLATOSA,SIERRA SUR,3.17,No
2020,Sevilla,"PEDROSO, EL",SIERRA NORTE,0.09,Si
2020,Sevilla,MORÓN DE LA FRONTERA,SIERRA SUR,22.45,No
2020,Sevilla,AZNALCÓLLAR,SIERRA NORTE,0.17,No
2020,Sevilla,"GARROBO, EL",SIERRA NORTE,0.26,No
2020,Sevilla,AZNALCÓLLAR,SIERRA NORTE,0.04,No
2020,Sevilla,AZNALCÁZAR,ALJARAFE,4,Si
2020,Sevilla,OLIVARES,ALJARAFE,3.29,Si
2020,Sevilla,OLIVARES,ALJARAFE,1.63,Si
2020,Sevilla,"PUEBLA DE LOS INFANTES, LA",SIERRA NORTE,4.5,No
2020,Sevilla,AZNALCÓLLAR,SIERRA NORTE,2.1,No
2020,Sevilla,CANTILLANA,VEGA DEL GUADALQUIVIR,22.12,No
2020,Sevilla,CORIPE,SIERRA SUR,6.74,No
2020,Sevilla,AZNALCÁZAR,ALJARAFE,3.5,Si
2020,Sevilla,CAZALLA DE LA SIERRA,SIERRA NORTE,0.01,Si
2020,Sevilla,LORA DEL RÍO,VEGA DEL GUADALQUIVIR,18.5,No
2020,Sevilla,CANTILLANA,VEGA DEL GUADALQUIVIR,0.7,No
2020,Sevilla,ÉCIJA,SIERRA SUR,6.5,No
2020,Sevilla,VILLAMANRIQUE DE LA CONDESA,ALJARAFE,1.09,No
2020,Sevilla,"SAUCEJO, EL",SIERRA SUR,10.63,No
2020,Sevilla,"RONQUILLO, EL",SIERRA NORTE,1.69,No
2020,Sevilla,"SAUCEJO, EL",SIERRA SUR,9.72,No
2020,Sevilla,TOCINA,VEGA DEL GUADALQUIVIR,0.5,No
2020,Sevilla,"GARROBO, EL",SIERRA NORTE,0.82,No
2020,Sevilla,"RONQUILLO, EL",SIERRA NORTE,2.95,No
2020,Sevilla,"PUEBLA DE LOS INFANTES, LA",SIERRA NORTE,9.04,No
2020,Sevilla,ARAHAL,SIERRA SUR,1.3,No
2020,Sevilla,GUILLENA,SIERRA NORTE,0.29,No
2020,Sevilla,"ALGABA, LA",VEGA DEL GUADALQUIVIR,1.82,Si
2020,Sevilla,AZNALCÁZAR,ALJARAFE,1.87,Si
2020,Sevilla,ARAHAL,SIERRA SUR,1.96,Si
2020,Sevilla,AZNALCÓLLAR,SIERRA NORTE,5.03,Si
2020,Sevilla,LORA DEL RÍO,VEGA DEL GUADALQUIVIR,1.5,No
2020,Sevilla,CANTILLANA,VEGA DEL GUADALQUIVIR,10,No
2020,Sevilla,"RONQUILLO, EL",SIERRA NORTE,0.44,No
2020,Sevilla,PRUNA,SIERRA SUR,6.9,No
2020,Sevilla,"PUEBLA DE LOS INFANTES, LA",SIERRA NORTE,0.99,No
2020,Sevilla,"RINCONADA, LA",SEVILLA,4.29,No
2020,Sevilla,LORA DEL RÍO,VEGA DEL GUADALQUIVIR,0.3,No
2020,Sevilla,CARMONA,SIERRA SUR,1.8,No
2020,Sevilla,UTRERA,SIERRA SUR,4,No
2020,Sevilla,SALTERAS,SEVILLA,5.3,No
2020,Sevilla,CANTILLANA,VEGA DEL GUADALQUIVIR,0.56,No
2020,Sevilla,SANLÚCAR LA MAYOR,ALJARAFE,13.11,Si
2020,Sevilla,ESPARTINAS,SEVILLA,0.05,No
2020,Sevilla,VILLANUEVA DEL RÍO Y MINAS,VEGA DEL GUADALQUIVIR,0.13,No
2020,Sevilla,GUADALCANAL,SIERRA NORTE,0.05,Si
2020,Sevilla,CANTILLANA,VEGA DEL GUADALQUIVIR,1.53,No
2020,Sevilla,ALANÍS,SIERRA NORTE,0.74,Si
2020,Sevilla,GUADALCANAL,SIERRA NORTE,0.39,No
2020,Sevilla,MARCHENA,SIERRA SUR,1.5,No
2020,Sevilla,VILLANUEVA DEL RÍO Y MINAS,VEGA DEL GUADALQUIVIR,2.33,No
2020,Sevilla,CONSTANTINA,SIERRA NORTE,8.11,Si
2020,Sevilla,CAZALLA DE LA SIERRA,SIERRA NORTE,0.26,Si
2020,Sevilla,BENACAZÓN,ALJARAFE,96.09,Si
2020,Sevilla,"PUEBLA DE LOS INFANTES, LA",SIERRA NORTE,1.2,No
2020,Sevilla,GUILLENA,SIERRA NORTE,16.36,No
2020,Sevilla,BADOLATOSA,SIERRA SUR,1.13,No
2020,Sevilla,ALCALÁ DEL RÍO,VEGA DEL GUADALQUIVIR,3.1,No
2020,Sevilla,CASTIBLANCO DE LOS ARROYOS,SIERRA NORTE,0.17,No
2020,Sevilla,ALCALÁ DEL RÍO,VEGA DEL GUADALQUIVIR,0.23,No
2020,Sevilla,CARMONA,SIERRA SUR,1.4,No
2020,Sevilla,MORÓN DE LA FRONTERA,SIERRA SUR,0.7,No
2020,Sevilla,MORÓN DE LA FRONTERA,SIERRA SUR,0.05,No
2020,Sevilla,CANTILLANA,VEGA DEL GUADALQUIVIR,5.6,No
2020,Sevilla,ALCALÁ DEL RÍO,VEGA DEL GUADALQUIVIR,1.2,No
2020,Sevilla,GUADALCANAL,SIERRA NORTE,0.13,No
2020,Sevilla,ALCALÁ DEL RÍO,VEGA DEL GUADALQUIVIR,1.9,No
2020,Sevilla,UTRERA,SIERRA SUR,1,Si
2020,Sevilla,CARRIÓN DE LOS CÉSPEDES,ALJARAFE,0.3,No
2020,Sevilla,"RINCONADA, LA",SEVILLA,0.9,No
2020,Sevilla,CANTILLANA,VEGA DEL GUADALQUIVIR,0.77,No
2020,Sevilla,SANLÚCAR LA MAYOR,ALJARAFE,8,No
2020,Sevilla,UTRERA,SIERRA SUR,5,Si
2020,Sevilla,LORA DEL RÍO,VEGA DEL GUADALQUIVIR,1,No
2020,Sevilla,ALGÁMITAS,SIERRA SUR,0.3,No
2020,Sevilla,ALCALÁ DEL RÍO,VEGA DEL GUADALQUIVIR,0.27,No
2020,Sevilla,SANLÚCAR LA MAYOR,ALJARAFE,0.43,No
2020,Sevilla,LORA DEL RÍO,VEGA DEL GUADALQUIVIR,0.5,No
2020,Sevilla,CANTILLANA,VEGA DEL GUADALQUIVIR,0.7611,No
2020,Sevilla,VILLAMANRIQUE DE LA CONDESA,ALJARAFE,0.13,No
2020,Sevilla,AZNALCÓLLAR,SIERRA NORTE,0.6912,No
2020,Sevilla,BURGUILLOS,VEGA DEL GUADALQUIVIR,9.28,No
2020,Sevilla,LORA DEL RÍO,VEGA DEL GUADALQUIVIR,6,No
2020,Sevilla,CASTIBLANCO DE LOS ARROYOS,SIERRA NORTE,1.89,No
2020,Sevilla,ÉCIJA,SIERRA SUR,293.9558,Si
2020,Sevilla,"RONQUILLO, EL",SIERRA NORTE,0.05,No
2020,Sevilla,VILLANUEVA DEL RÍO Y MINAS,VEGA DEL GUADALQUIVIR,0.34,No
2020,Sevilla,VILLAMANRIQUE DE LA CONDESA,ALJARAFE,1.13,No
2020,Sevilla,"RONQUILLO, EL",SIERRA NORTE,0.7341,No
2020,Sevilla,AZNALCÁZAR,ALJARAFE,43.4,No
2020,Sevilla,CARMONA,SIERRA SUR,0.5,No
2020,Sevilla,GUADALCANAL,SIERRA NORTE,0.18,Si
2020,Sevilla,PEDRERA,SIERRA SUR,31.5,No
2020,Sevilla,"RONQUILLO, EL",SIERRA NORTE,7.48,No
2020,Sevilla,"PUEBLA DE CAZALLA, LA",SIERRA SUR,7.97,No
2021,Almería,SORBAS,LEVANTE ALMERIENSE,0.06,Si
2021,Almería,NÍJAR,ALMERÍA,28,Si
2021,Almería,NÍJAR,ALMERÍA,0.24,Si
2021,Almería,BERJA,PONIENTE ALMERIENSE,624.61,Si
2021,Almería,SERÓN,SIERRA DE FILABRES,0.14,No
2021,Almería,URRÁCAL,ESTANCIAS-LUCAR,0.2,No
2021,Almería,OLULA DE CASTRO,SIERRA DE FILABRES,689.39,No
2021,Almería,ALBOLODUY,SIERRA NEVADA  (AL),0.89,No
2021,Almería,ALBÁNCHEZ,SIERRA DE FILABRES,0.2,No
2021,Almería,LÁUJAR DE ANDARAX,SIERRA NEVADA  (AL),0.06,No
2021,Almería,BEIRES,SIERRA NEVADA  (AL),0.2,Si
2021,Almería,ARMUÑA DE ALMANZORA,SIERRA DE FILABRES,0.07,No
2021,Almería,SORBAS,LEVANTE ALMERIENSE,2.056,No
2021,Almería,SORBAS,LEVANTE ALMERIENSE,0.503,No
2021,Almería,LUBRÍN,LEVANTE ALMERIENSE,0.3345,No
2021,Almería,FINES,SIERRA DE FILABRES,0.0104,No
2021,Almería,CHERCOS,SIERRA DE FILABRES,0.051,No
2021,Almería,HUÉRCAL DE ALMERÍA,ALMERÍA,4.111,Si
2021,Almería,PADULES,SIERRA NEVADA  (AL),0.159,Si
2021,Almería,GÉRGAL,SIERRA DE FILABRES,0.3428,Si
2021,Almería,FELIX,PONIENTE ALMERIENSE,0.008,No
2021,Almería,CARBONERAS,LEVANTE ALMERIENSE,1.4375,Si
2021,Almería,"EJIDO, EL",PONIENTE ALMERIENSE,0.643,No
2021,Almería,"GALLARDOS, LOS",LEVANTE ALMERIENSE,0.1115,No
2021,Almería,BALANEGRA,PONIENTE ALMERIENSE,0.2588,No
2021,Almería,LUBRÍN,LEVANTE ALMERIENSE,0.218,No
2021,Almería,NÍJAR,ALMERÍA,0.004,Si
2021,Almería,VÉLEZ-RUBIO,LOS VELEZ,0.34,No
2021,Almería,SERÓN,SIERRA DE FILABRES,0.114,No
2021,Almería,NÍJAR,ALMERÍA,0.4675,Si
2021,Almería,NÍJAR,ALMERÍA,0.6496,No
2021,Almería,ENIX,PONIENTE ALMERIENSE,0.0137,Si
2021,Almería,ALCOLEA,ALPUJARRA ALMERIENSE,0.0626,No
2021,Almería,TERQUE,ALPUJARRA ALMERIENSE,0.1039,Si
2021,Almería,DALÍAS,PONIENTE ALMERIENSE,0.3653,Si
2021,Almería,LÍJAR,SIERRA DE FILABRES,0.0457,No
2021,Almería,ADRA,PONIENTE ALMERIENSE,3.7234,Si
2021,Almería,ALMERÍA,ALMERÍA,0.0522,Si
2021,Almería,PURCHENA,ESTANCIAS-LUCAR,0.07,No
2021,Almería,SERÓN,SIERRA DE FILABRES,0.1678,No
2021,Almería,ALHAMA DE ALMERÍA,ALPUJARRA ALMERIENSE,0.0482,No
2021,Almería,TURRE,LEVANTE ALMERIENSE,1.3183,No
2021,Almería,VÉLEZ-RUBIO,LOS VELEZ,0.2533,No
2021,Almería,SORBAS,LEVANTE ALMERIENSE,37.529,No
2021,Almería,TABERNAS,SIERRA DE FILABRES,0.6828,No
2021,Almería,NACIMIENTO,SIERRA NEVADA  (AL),0.0029,No
2021,Almería,ALCÓNTAR,SIERRA DE FILABRES,0.2664,No
2021,Almería,CANTORIA,SIERRA DE FILABRES,2.51,No
2021,Almería,ALBOX,ESTANCIAS-LUCAR,0.7327,No
2021,Almería,SORBAS,LEVANTE ALMERIENSE,0.3573,No
2021,Almería,ABRUCENA,SIERRA NEVADA  (AL),0.7548,Si
2021,Almería,ALBÁNCHEZ,SIERRA DE FILABRES,0.2743,No
2021,Almería,GÁDOR,ALMERÍA,0.018,Si
2021,Almería,VÉLEZ-BLANCO,LOS VELEZ,0.0033,Si
2021,Almería,BACARES,SIERRA DE FILABRES,2.3327,No
2021,Almería,MOJÁCAR,LEVANTE ALMERIENSE,0.0376,No
2021,Almería,ABRUCENA,SIERRA NEVADA  (AL),0.0661,No
2021,Almería,NÍJAR,ALMERÍA,1.659,No
2021,Almería,GÉRGAL,SIERRA DE FILABRES,0.2828,No
2021,Almería,GÉRGAL,SIERRA DE FILABRES,0.2,Si
2021,Almería,ARBOLEAS,SIERRA DE FILABRES,4.5014,No
2021,Almería,GÉRGAL,SIERRA DE FILABRES,0.056,Si
2021,Almería,ADRA,PONIENTE ALMERIENSE,0.4052,No
2021,Almería,TÍJOLA,ESTANCIAS-LUCAR,0.0015,No
2021,Almería,ALCUDIA DE MONTEAGUD,SIERRA DE FILABRES,0.4754,No
2021,Almería,ADRA,PONIENTE ALMERIENSE,0.4729,No
2021,Almería,ADRA,PONIENTE ALMERIENSE,0.5745,No
2021,Almería,MACAEL,SIERRA DE FILABRES,0.6687,No
2021,Almería,CARBONERAS,LEVANTE ALMERIENSE,0.0887,Si
2021,Almería,CUEVAS DEL ALMANZORA,LEVANTE ALMERIENSE,1.1027,Si
2021,Almería,LÁUJAR DE ANDARAX,SIERRA NEVADA  (AL),0.001,Si
2021,Almería,ABRUCENA,SIERRA NEVADA  (AL),0.008,Si
2021,Almería,NÍJAR,ALMERÍA,0.0023,Si
2021,Almería,ALBOLODUY,SIERRA NEVADA  (AL),0.0896,No
2021,Almería,ORIA,ESTANCIAS-LUCAR,0.5614,No
2021,Almería,ALCOLEA,ALPUJARRA ALMERIENSE,0.2958,No
2021,Almería,RÁGOL,SIERRA NEVADA  (AL),0.053,No
2021,Almería,BENTARIQUE,ALPUJARRA ALMERIENSE,0.492,Si
2021,Almería,RÁGOL,SIERRA NEVADA  (AL),0.5569,Si
2021,Almería,FELIX,PONIENTE ALMERIENSE,0.7823,No
2021,Almería,LÁUJAR DE ANDARAX,SIERRA NEVADA  (AL),0.0144,No
2021,Almería,NÍJAR,ALMERÍA,0.0437,No
2021,Almería,NÍJAR,ALMERÍA,0.5786,Si
2021,Cádiz,TARIFA,CAMPO DE GIBRALTAR,0.03,Si
2021,Cádiz,BENALUP-CASAS VIEJAS,LA JANDA,0.85,Si
2021,Cádiz,ALCALÁ  DE LOS GAZULES,LA JANDA,0.23,Si
2021,Cádiz,ALGODONALES,SIERRA DE CADIZ,0.75,No
2021,Cádiz,SAN JOSÉ DEL VALLE,CAMPIDA DE JEREZ,1.23,No
2021,Cádiz,"BARRIOS, LOS",CAMPO DE GIBRALTAR,0.24,Si
2021,Cádiz,SANLÚCAR DE BARRAMEDA,COSTA NOROESTE,4.3,Si
2021,Cádiz,MEDINA-SIDONIA,LA JANDA,0.09,Si
2021,Cádiz,SAN ROQUE,CAMPO DE GIBRALTAR,0.01,Si
2021,Cádiz,CONIL DE LA FRONTERA,LA JANDA,0.01,No
2021,Cádiz,ALCALÁ  DE LOS GAZULES,LA JANDA,2.52,Si
2021,Cádiz,PUERTO REAL,BAHIA DE CADIZ,4.14,No
2021,Cádiz,VEJER DE LA FRONTERA,LA JANDA,0.75,No
2021,Cádiz,PUERTO REAL,BAHIA DE CADIZ,0.01,No
2021,Cádiz,MEDINA-SIDONIA,LA JANDA,0.08,No
2021,Cádiz,BARBATE,LA JANDA,0.01,No
2021,Cádiz,VILLAMARTÍN,SIERRA DE CADIZ,0.02,Si
2021,Cádiz,CONIL DE LA FRONTERA,LA JANDA,0.18,No
2021,Cádiz,ARCOS DE LA FRONTERA,SIERRA DE CADIZ,0.52,No
2021,Cádiz,ALGODONALES,SIERRA DE CADIZ,0.07,Si
2021,Cádiz,SAN ROQUE,CAMPO DE GIBRALTAR,2.7,No
2021,Cádiz,TARIFA,CAMPO DE GIBRALTAR,0.01,No
2021,Cádiz,BARBATE,LA JANDA,0.04,Si
2021,Cádiz,VEJER DE LA FRONTERA,LA JANDA,2.14,No
2021,Cádiz,"BARRIOS, LOS",CAMPO DE GIBRALTAR,1.72,No
2021,Cádiz,ALGECIRAS,CAMPO DE GIBRALTAR,0.83,No
2021,Cádiz,ALCALÁ  DE LOS GAZULES,LA JANDA,7.05,Si
2021,Cádiz,MEDINA-SIDONIA,LA JANDA,0.02,No
2021,Cádiz,JEREZ DE LA FRONTERA,CAMPIDA DE JEREZ,0.87,No
2021,Cádiz,"BARRIOS, LOS",CAMPO DE GIBRALTAR,0.76,Si
2021,Cádiz,SAN ROQUE,CAMPO DE GIBRALTAR,12.68,No
2021,Cádiz,MEDINA-SIDONIA,LA JANDA,0.1,No
2021,Cádiz,SAN ROQUE,CAMPO DE GIBRALTAR,0.2,No
2021,Cádiz,VEJER DE LA FRONTERA,LA JANDA,0.15,No
2021,Cádiz,"BOSQUE, EL",SIERRA DE CADIZ,0.08,Si
2021,Cádiz,VILLAMARTÍN,SIERRA DE CADIZ,0.43,No
2021,Cádiz,SAN ROQUE,CAMPO DE GIBRALTAR,1.5,No
2021,Cádiz,SAN ROQUE,CAMPO DE GIBRALTAR,0.1,No
